REFERENCE;ETABLISSEMENT;RESEAU;ACTIVIT;CONTACT;EMAILCONTACT;SITEWEB;TELEPHONE;FAX;HANDICAPS;CODEPOSTAL;ADRESSE;REGION;DEPARTEMENT;VILLE
2015-00779;Meublé Parc de la Belle;Tourisme et Handicap;Meublé de tourisme;M.Le Grelle;info@parcdelabelle.com;http://www.parcdelabelle.com;549590678;;"auditif ; mental ; moteur ; visuel";86160;Rue Anatole de Briey;Aquitaine Limousin Poitou-Charentes;VIENNE;MAGNÉ
2013-04869;Gîte Ferme de Montépin;Tourisme et Handicap;Meublé de tourisme;Mme Storrer;montepin@wanadoo.fr;http://www.gites-de-France-ain.com;385305484;;"auditif ; mental ; moteur ; visuel";1380;1790 route de Montépin;Auvergne Rhône-Alpes;AIN;BAGÉ LA VILLE
2013-04870;Centre de vacances Maison des Isles du Rhône;Tourisme et Handicap;Hébergement collectif;M. Jacques Bigre;contact@maisondesisles.fr;http://www.maisondesisles.fr;479872662;479872656;"auditif ; mental ; moteur ; visuel";1300;Rue des Terrasses du Rhône  La Bruyère;Auvergne Rhône-Alpes;AIN;BREGNIER CORDON
2013-04871;Le Verger d'Antonine;Tourisme et Handicap;Chambre d'hôtes;M. Talbordet;levergerdantonine@gmail.com;http://www.levergerdantonine.site.voila.fr;385316592;;"auditif ; mental ; moteur ; visuel";1290;1358 route de Boissey;Auvergne Rhône-Alpes;AIN;CRUZILLES LÈS MÉPILLAT
2013-04872;Gîte rural La Fora;Tourisme et Handicap;Meublé de tourisme;Mme Roux;gitelafora@gmail.com;http://www.gite-lafora.com;678260963;474375944;"auditif ; mental";1100;La Fora;Auvergne Rhône-Alpes;AIN;HOSTIAZ
2013-04874;Musée Départemental du Bugey Valromey;Tourisme et Handicap;Lieu de visite;Mme Delphine Cano;musees.ain@cg01.fr;http://www.musees.ain.fr;479875223;497875643;"auditif ; mental";1260;;Auvergne Rhône-Alpes;AIN;LOCHIEU
2013-04876;Camping de l'Ile de la Comtesse SARL Montaigu;Tourisme et Handicap;Camping;M. François Boiteux;camping.comtesse@wanadoo.fr;http://www.ile-de-la-comtesse.com;479872333;;"auditif ; mental ; moteur";1300;Route des Abrets;Auvergne Rhône-Alpes;AIN;MURS ET GÉLIGNEUX
2013-04877;Hôtel restaurant L'Embarcadère;Tourisme et Handicap;Hotel-restaurant;M. Jean Charles Guyot;contact@hotelembarcadere.com;http://www.hotelembarcadere.com;474752288;483076101;"auditif ; mental ; moteur ; visuel";1130;L'Embarcadère Avenue du Lac;Auvergne Rhône-Alpes;AIN;NANTUA
2013-04879;Au Pré des Oiseaux - Gîte Rossignol;Tourisme et Handicap;Meublé de tourisme;M. Olivier Janin;olivier.janin@wanadoo.fr;http://www.lepredesoiseaux.com;476611249;;"auditif ; mental ; moteur ; visuel";1150;Rue Roy d'Amon;Auvergne Rhône-Alpes;AIN;PROULIEU LAGNIEU
2013-04880;Musée départemental de la Bresse - Domaine des Planons;Tourisme et Handicap;Lieu de visite;M.Damien Abad;musees.ain@cg01.fr;http://www.musees.ain.fr;385363122;385363730;"auditif ; mental";1380;987 Chemin des Seiglières;Auvergne Rhône-Alpes;AIN;SAINT CYR SUR MENTHON
2013-04881;Gite Le Soleil Levant;Tourisme et Handicap;Meublé de tourisme;M. Pierre Pauget;gites-de-France-ain@wannadoo.fr;;474305262;;"auditif ; mental ; moteur ; visuel";1370;Les Jacquemins;Auvergne Rhône-Alpes;AIN;SAINT ETIENNE DU BOIS
2013-04883;Musée départemental du Revermont;Tourisme et Handicap;Lieu de visite;M. Damien Abad;musees.ain@cg01.fr;http://www.musees.ain.fr;474513242;474513093;"auditif ; mental";1370;40 rue Principale;Auvergne Rhône-Alpes;AIN;TREFFORT CUISIAT
2013-04884;Gite des Bouchardes;Tourisme et Handicap;Meublé de tourisme;M. et Mme Gireau;gireau.cedric@orange.fr;http://www.gitedesbouchardes.com;474366991;;"auditif ; mental ; moteur ; visuel";1150;55 Chemin de Motte;Auvergne Rhône-Alpes;AIN;VILLEBOIS
2013-04885;Restaurant Francesca;Tourisme et Handicap;Restaurant;M. Leroy;leroy.bruno01@orange.fr;http://www.francesca.com;474224480;;"mental ; visuel";1440;Rond point de la Neuve  45 F rue du Plateau;Auvergne Rhône-Alpes;AIN;VIRIAT
2013-04886;Résidence des Saules;Tourisme et Handicap;Hôtel;Directeur des Opérations;amaillon@georgesblanc.com;http://www.georgesblanc.com;474509090;474500880;"mental ; moteur";1540;Place du Marché SAS Georges Blanc;Auvergne Rhône-Alpes;AIN;VONNAS
2013-04887;Gîte rural d'Alaincourt;Tourisme et Handicap;Meublé de tourisme;M. Bidaux;gite.alaincourt@gmail.com;http://www.gite-rural-alaincourt.fr;323072508;;"auditif ; mental ; moteur ; visuel";2240;32 avenue du Général de Gaulle;Nord-Pas de Calais Picardie;AISNE;ALAINCOURT
2013-04888;Musée Maison de Marie-Jeanne;Tourisme et Handicap;Lieu de visite;Mme Mairesse;musee.alaincourt@free.fr;http://www.la-maison-de-marie-jeanne.fr;323636207;;"auditif ; mental ; moteur ; visuel";2440;39 avenue du Général de Gaulle;Nord-Pas de Calais Picardie;AISNE;ALAINCOURT
2013-04889;Gîte rural;Tourisme et Handicap;Meublé de tourisme;M. et Mme Gambart;m_gambart@yahoo.fr;http://www.gite-campagne-saint-quentin.fr;323525696;;"auditif ; mental ; moteur ; visuel";2240;3 rue du Village;Nord-Pas de Calais Picardie;AISNE;BEAUMONT EN BEINE
2013-04890;Camping de la Croix du Vieux Pont;Tourisme et Handicap;Camping;M. Lefevre;info@la-croix-du-vieux-pont.com;http://www.la-croix-du-vieux-pont.com;33(0)33(0)23555002;333 23 55 05 13;"auditif ; moteur ; mental";2290;SARL La Croix du Vieux Pont;Nord-Pas de Calais Picardie;AISNE;BERNY-RIVIÈRE
2013-04892;Maison Familiale d'Henri Matisse;Tourisme et Handicap;Lieu de visite;Mme Laurence Ahoua;maisonmatisse@bohainenvermandois.fr;http://www.bohainenvermandois.fr;33(0)323609054;;mental;2110;26 rue du Château;Nord-Pas de Calais Picardie;AISNE;BOHAIN EN VERMANDOIS
2013-04893;Chemin de Randonnée de la commune de Boué;Tourisme et Handicap;Sport de nature;M. Thomas;mairie.de.boue@wanadoo.fr;http://www.boue-gazette.fr;323600068;323600993;"auditif ; mental ; moteur ; visuel";2450;Mairie de Boué;Nord-Pas de Calais Picardie;AISNE;BOUÉ
2013-04894;Chambres d'hôtes de Burelles;Tourisme et Handicap;Chambre d'hôtes;M. Louvet;relaisdeseglises@free.fr;;323900303;323900303;"auditif ; mental ; moteur";2140;4 rue de la Fontaine;Nord-Pas de Calais Picardie;AISNE;BURELLES
2013-04895;Gite de Buzancy Les Moineaux;Tourisme et Handicap;Meublé de tourisme;Mme d'Harcourt;hidharcourt@hotmail.fr;;33(0)614600688;;"auditif ; mental ; visuel";2200;1 Chemin de Villemontoire;Nord-Pas de Calais Picardie;AISNE;BUZANCY
2013-04896;Office de Tourisme de la région de Château Thierry;Tourisme et Handicap;Office de tourisme;M. Vivien Campion;accueil.ot@otrct.fr;http://www.chateau-thierry-tourisme.com;323825114;32831474;"auditif ; mental ; moteur ; visuel";2400;9 rue Vallée;Nord-Pas de Calais Picardie;AISNE;CHÂTEAU THIERRY
2013-04897;Gite rural Les Bruyères;Tourisme et Handicap;Meublé de tourisme;Mme Cuchillo;gitedesbruyeres@gmail.com;http://www.gitedesbruyeres.fr;619175413;;"auditif ; mental ; moteur ; visuel";2000;9 rue Planchette;Nord-Pas de Calais Picardie;AISNE;CHAVIGNON
2013-04898;Tour Musée;Tourisme et Handicap;Lieu de visite;Mme. Savine Lefevre;ot.coucylechateau@wanadoo.fr;http://www.coucy.com;323524455;323524459;"auditif ; mental ; moteur ; visuel";2380;8 rue des Vivants Porte de Soissons;Nord-Pas de Calais Picardie;AISNE;COUCY LE CHATEAU
2013-04899;Chambres d'Hôtes Le Relais des Ecrivains;Tourisme et Handicap;Chambre d'hôtes;M. et Mme Herman;herman.obin@orange.fr;http://www.lerelaisdesecrivains.fr;975942733;323701309;"auditif ; mental ; moteur ; visuel";2130;6 rue de la Ferme Rouge;Nord-Pas de Calais Picardie;AISNE;COURMONT
2013-04900;Musée de la Résistance et de la Déportation de Picardie;Tourisme et Handicap;Lieu de visite;Mme Hélène Luisin;musee.resist.deport.picardie@wanadoo.fr;http://www.resistance-deportation-picardie.com;323579377;23579377;"mental ; moteur";2700;Place Carnégie;Nord-Pas de Calais Picardie;AISNE;FARGNIERS
2013-04901;Maison du Textile;Tourisme et Handicap;Lieu de visite;Mme Gabrielle Defosse;contact@la-maison-du-textile.com;http://www.la-maison-du-textile.com;33(0)323090274;;moteur;2230;54 rue Roger Salengro;Nord-Pas de Calais Picardie;AISNE;FRESNOY LE GRAND
2013-04902;Gîte de La Forge;Tourisme et Handicap;Meublé de tourisme;Mme De Wilde;jp.dewilde@wanadoo.fr;;323222257;;"auditif ; mental ; moteur ; visuel";2350;16 rue de Favières;Nord-Pas de Calais Picardie;AISNE;GRANDLUP ET FAY
2013-04903;Hôtel Ibis Laon;Tourisme et Handicap;Hôtel;Mme la Directrice;h2059-gm@accor.com;http://www.accor.com;323201811;323201673;"auditif ; mental ; moteur ; visuel";2000;Avenue Georges Pompidou;Nord-Pas de Calais Picardie;AISNE;LAON
2013-04905;Camping Municipal;Tourisme et Handicap;Camping;Mme Pascale Plottet;sinouvion@wanadoo.fr;http://www.lenouvion.com;323989858;323979804;"auditif ; mental ; moteur ; visuel";2170;Route de Guise;Nord-Pas de Calais Picardie;AISNE;NOUVION-EN-THIÉRACHE (LE)
2013-04907;Maison Familiale La Ferme du Chateau;Tourisme et Handicap;Village de vacances;M.Letoffe;fermeduchateau-monampteuil@orange.fr;http://www.la-ferme-du-chateau.fr;323234849;323231213;"auditif ; mental ; moteur";2000;21 rue de la Chaussée Romaine;Nord-Pas de Calais Picardie;AISNE;MONAMPTEUIL
2013-04909;Etap Hôtel;Tourisme et Handicap;Hôtel;Mme Sylvie Delhorbe;h7410@accor.com;http://www.etaphotel.com;323609600;323609601;"auditif ; mental ; moteur ; visuel";2100;84 rue Michelet;Nord-Pas de Calais Picardie;AISNE;SAINT QUENTIN
2013-04912;Hôtel Le Florence;Tourisme et Handicap;Hôtel;M. Caillaux;leflorence@orange.fr;http://www.hotel-le-florence.fr;323642222;323625285;"auditif ; mental ; moteur ; visuel";2100;42 rue Emile Zola;Nord-Pas de Calais Picardie;AISNE;SAINT QUENTIN
2013-04915;Office de Tourisme de Soissons;Tourisme et Handicap;Office de tourisme;M. Papin;officedetourisme@ville-soissons.fr;http://www.tourisme-soissons.fr;323531737;323596772;"auditif ; mental ; moteur ; visuel";2200;Place F. Marquigny;Nord-Pas de Calais Picardie;AISNE;SOISSONS
2013-04916;Musée du Canal du Berry;Tourisme et Handicap;Lieu de visite;M. Gérard Ciofolo;tourisme.culture.valdecher@gmail.com;http://www.museecanaldeberry.fr;470066372;470086079;mental;3190;Magnettes;Auvergne Rhône-Alpes;ALLIER;AUDES
2013-04917;Gîte d'étape et de séjour de Bellenaves;Tourisme et Handicap;Meublé de tourisme;M. Le Maire de Bellenaves;michelejabaudon@wanadoo.fr;;470583032;470583759;mental;3300;5 route de Montmarault;Auvergne Rhône-Alpes;ALLIER;BELLENAVES
2013-04918;Musée de l'Automoblie;Tourisme et Handicap;Lieu de visite;Mme. Mathilde Demarque;museebellenaves@wanadoo.fr;http://www.musee-auto03.fr;470583973;;"visuel ; moteur ; mental";3330;Saint Bonnet de Tizon;Auvergne Rhône-Alpes;ALLIER;BELLENAVES
2013-04920;Gite rural Le Pré Sanel;Tourisme et Handicap;Meublé de tourisme;M. Pierre Giraudat;pierre.giraudat@sfr.fr;;470468160;;"auditif ; visuel ; moteur ; mental";3340;;Auvergne Rhône-Alpes;ALLIER;BESSAY SUR ALLIER
2013-04921;Gite rural Les Codrets;Tourisme et Handicap;Meublé de tourisme;Mme Annick Alissant;annick.alissant@wanadoo.fr;;470454677;;"auditif ; mental";3500;Lieu Dit La Croix du Feu;Auvergne Rhône-Alpes;ALLIER;BRANSAT
2013-04924;Gite d'étape et de séjour;Tourisme et Handicap;Meublé de tourisme;M. Duboisset;mairie-chirat-l-eglise@wanadoo.fr;;470904711;470904711;"auditif ; mental";3330;Bois Mai;Auvergne Rhône-Alpes;ALLIER;CHIRAT L'EGLISE
2013-04925;Gîte d'étape et de séjour de Chouvigny;Tourisme et Handicap;Meublé de tourisme;M. Buffard;mairie.chouvigny@wanadoo.fr;;470904117;;"auditif ; mental";3450;Le Bourg;Auvergne Rhône-Alpes;ALLIER;CHOUVIGNY
2013-04929;Les Lamas du Tilloux;Tourisme et Handicap;Lieu de visite;M. Franck Ripart;lamasdutilloux@gmail.com;;470471945;;"visuel ; mental";3240;Le Tilloux;Auvergne Rhône-Alpes;ALLIER;DEUX CHAISES
2013-04930;Auberge restaurant de l'Olive;Tourisme et Handicap;Hôtel;M. Michel Corbet;contact@auberge-olive.fr;http://www.auberge-olive.fr;470345187;470346168;"auditif ; visuel ; moteur ; mental";3290;129 avenue de la Gare;Auvergne Rhône-Alpes;ALLIER;DOMPIERRE SUR BESBRE
2013-04931;Meublé Les Chaussons d'Arlequine;Tourisme et Handicap;Meublé de tourisme;Mme Monique Frémont;maisonneefremont@orange.fr;;616995317;;"auditif ; visuel ; mental";3290;62 rue Saint Louis;Auvergne Rhône-Alpes;ALLIER;DOMPIERRE SUR BESBRE
2013-04932;Gîte rural Les Bruyères de Condan;Tourisme et Handicap;Meublé de tourisme;Pierre Rabeisen;pierre.rabeinsen@hotmail.fr;;0470429052 / 0613161707;;"auditif ; moteur ; mental";3290;954 Chemin de Condan;Auvergne Rhône-Alpes;ALLIER;DOMPIERRE SUR BESBRE
2013-04934;Chambre d'Hôtes le Domaine de Rouzat;Tourisme et Handicap;Chambre d'hôtes;M. Mathinier;mathinier.christian@wanadoo.fr;;470902004;;"auditif ; mental ; visuel";3800;;Auvergne Rhône-Alpes;ALLIER;GANNAT
2013-04935;Gîte Le Grand Domaine;Tourisme et Handicap;Meublé de tourisme;M. Le Doujet;t.ledoujet@03.sideral.fr;;470666302;;"auditif ; mental ; moteur ; visuel";3360;Le Grand Domaine;Auvergne Rhône-Alpes;ALLIER;ISLE ET BARDAIS
2013-04936;Camping de Lapalisse;Tourisme et Handicap;Camping;M. Georges Dajoux;camping@cc-paysdelapalisse.fr;;470992631;470992809;"auditif ; visuel ; mental";3120;Rue des Vignes;Auvergne Rhône-Alpes;ALLIER;LAPALISSE
2013-04943;Centre d'hébergement de groupes Château de Courtioux - SIVU Sarcelles Marcillat en Combraille;Tourisme et Handicap;Hébergement collectif;M. Christian Chito;joelle@mairie-marcillatcombraille.fr;;470516015;470516294;"moteur ; mental";3420;1 Place du Donjon;Auvergne Rhône-Alpes;ALLIER;MARCILLAT EN COMBRAILLE
2013-04945;Ecomusée Maison de la Combraille;Tourisme et Handicap;Lieu de visite;M. Christian Chito;maisondelacombraille@orange.fr;;470511022;;"moteur ; mental";3420;Place Pierre Bitard;Auvergne Rhône-Alpes;ALLIER;MARCILLAT EN COMBRAILLE
2013-04946;Maison du Tourisme;Tourisme et Handicap;Office de tourisme;M. Christian Chito;mairie-marcillatcombraille@wanadoo.fr;http://www.comcom-marcillatcombraille.fr;470511022;;"moteur ; mental";3420;Place Pierre Bitard;Auvergne Rhône-Alpes;ALLIER;MARCILLAT EN COMBRAILLE
2013-04947;Défi'Land;Tourisme et Handicap;;M. Boris Buffard;defiland@defiland.fr;"http://www;defiland.fr";470063316;;"visuel ; moteur ; mental";3100;5 avenue du Canal de Berry;Auvergne Rhône-Alpes;ALLIER;MONTLUÇON
2013-04948;Hôtel de France;Tourisme et Handicap;Hôtel;M. Matthieu Omont;info@hoteldefrance-montmarault.com;http://www.hoteldefrance-montmarault.com;470076026;470076845;"moteur ; mental";3390;1 rue Marx Dormoy;Auvergne Rhône-Alpes;ALLIER;MONTMARAULT
2013-04949;Espace Nature du Val d'Allier;Tourisme et Handicap;Lieu de visite;Mme Besse;auvergne@lpo.fr;http://www.lpo-auvergne.org;777828830;;"mental ; moteur ; visuel";3000;8-12 bd de Nomazy;Auvergne Rhône-Alpes;ALLIER;MOULINS
2013-04950;Chambre d'hôtes Domaine du Petit Lage;Tourisme et Handicap;Chambre d'hôtes;M. et Mme Leroy;gitedelage@wanadoo.fr;http://www.gitedelage.com;470071003;470071003;"auditif ; mental ; moteur ; visuel";3370;Domaine du Petit Lage;Auvergne Rhône-Alpes;ALLIER;SAINT DÉSIRÉ
2013-04952;Gîte rural Les Theilles;Tourisme et Handicap;Meublé de tourisme;M. Canel;canel@club-internet.fr;http://www.lestheilles.weekbly.com;463067007;;"auditif ; mental ; moteur ; visuel";3160;;Auvergne Rhône-Alpes;ALLIER;SAINT PLAISIR
2013-04953;Gîte La Chaume;Tourisme et Handicap;Meublé de tourisme;Mme Virollet;virollet.marie@orange.fr;http://www.gites-de-france-allier.com;683166118;;"auditif ; moteur ; mental ; visuel";3110;Rue de la Chaume Bénite;Auvergne Rhône-Alpes;ALLIER;SAINT PONT
2013-04954;Office de Tourisme communautaire en Pays Saint Pourçinois;Tourisme et Handicap;Office de tourisme;M. Bernard Coulon;ot.stpourcain@wanadoo.fr;http://www.payssaintpourcinois.fr;470453273;470456027;"auditif ; visuel ; moteur ; mental";3500;29 rue Marcellin Berthelot;Auvergne Rhône-Alpes;ALLIER;SAINT POURÇAIN SUR SIOULE
2013-04955;Parc d'attraction Le PAL;Tourisme et Handicap;;M. GuillauMme Picard;info@lepal.com;http/:www.lepal.com;470426810;470420152;"auditif ; moteur ; mental";3290;Route du Pal;Auvergne Rhône-Alpes;ALLIER;SAINT POURÇAIN SUR BESBRE
2013-04956;Gite rural La Vareinne;Tourisme et Handicap;Meublé de tourisme;Mme Séguier;dominique.seguier@wanadoo.fr;;470075251;;"auditif ; visuel ; mental";3430;La Vareinne;Auvergne Rhône-Alpes;ALLIER;SAUVAGNY
2013-04957;Musée du Pays de Souvigny et de la Colonne du Zodiaque;Tourisme et Handicap;Lieu de visite;M. Le Maire de Souvigny;musee.souvigny@wanadoo.fr;;470439975;470436618;mental;3210;Place Aristide Briand;Auvergne Rhône-Alpes;ALLIER;SOUVIGNY
2013-04958;Gite;Tourisme et Handicap;Meublé de tourisme;Mme Hélène Casalis;hcasalis001@cegetel.rss.fr;;0470345440/0608286092;470425117;"auditif ; visuel ; moteur ; mental";3230;10 Route de Saint Pourçain sur Besbre;Auvergne Rhône-Alpes;ALLIER;THIEL SUR ACOLIN
2013-04959;Ferme Pédagogique Les Biquettes du Pays de Tronçais;Tourisme et Handicap;Lieu de visite;Mme Isabelle Daniel;danisabelle2005@yahoo.fr;http://www.les-biquettes-du-pays-de-troncais.sitew.com;646295312;;"visuel ; moteur ; mental";3360;Les Combles;Auvergne Rhône-Alpes;ALLIER;URCAY
2013-04960;Gîte de Brénazet;Tourisme et Handicap;Meublé de tourisme;M. Ron Huibers;brenazet@orange.fr;http://www.brenazet.nl;470076319;;"auditif ; mental";3390;Brénazet;Auvergne Rhône-Alpes;ALLIER;VERNUSSE
2013-04962;Camping La Ferme de Castellane;Tourisme et Handicap;Camping;M. et Mme Gaglio;accueil@camping-la-ferme.com;http://www.camping-la-ferme.com;492836777;492837592;"auditif ; moteur ; mental";4120;Quartier la Lagne;Provence Alpes-Côte d'Azur;ALPES-DE-HAUTE-PROVENCE;CASTELLANE
2013-04963;Restaurant Lous Jas;Tourisme et Handicap;Restaurant;M. Gilbert Delaye;loujas@apajh04.asso.fr;;492640872;492645775;"auditif ; moteur ; mental";4160;Route Saint Jean;Provence Alpes-Côte d'Azur;ALPES-DE-HAUTE-PROVENCE;CHÂTEAU ARNOUX
2013-04967;Les Belvédères des Gorges d'Oppedette;Tourisme et Handicap;Sport de nature;M.Sauvan;j.schneider@cg04.fr;;492300884;;"auditif ; mental ; moteur ; visuel";4003;;Provence Alpes-Côte d'Azur;ALPES-DE-HAUTE-PROVENCE;DIGNE LES BAINS
2013-04968;Gîte de groupe Auberge l'Eterlou;Tourisme et Handicap;Meublé de tourisme;M. et Mme Bardini;serge.bardini@sfr.fr;http://www.ubaye-gite-hote-barcelonnette.fr;492361578;492361578;"auditif ; mental ; moteur ; visuel";4400;Villevieille;Provence Alpes-Côte d'Azur;ALPES-DE-HAUTE-PROVENCE;FAUCON-DE-BARCELONNETTE
2013-04969;Maison de Produits de Pays de Jausiers - GIE Les Produits de l'Ubaye;Tourisme et Handicap;Lieu de visite;Mme Robert;info@produitsdepays.fr;http://www.produitsdepays.fr;492846388;492846783;"auditif ; moteur";4850;Route de Barcelonette;Provence Alpes-Côte d'Azur;ALPES-DE-HAUTE-PROVENCE;JAUSIERS
2013-04970;Ecogites Les Syphres;Tourisme et Handicap;Meublé de tourisme;M. et Mme Girard;phil.girard3@wanadoo.fr;;492798197;;"auditif ; moteur ; mental";4700;Chemin des Pissaïs;Provence Alpes-Côte d'Azur;ALPES-DE-HAUTE-PROVENCE;BRILLANNE (LA)
2013-04971;Gîte de France Hypocras;Tourisme et Handicap;Meublé de tourisme;M. Jacques Collieux;collieux.jacques@wanadoo.fr;http://www.gites.collieux.free.fr;492315282;;"auditif ; moteur ; mental";4000;Le Château;Provence Alpes-Côte d'Azur;ALPES-DE-HAUTE-PROVENCE;ROBINE-SUR-GALABRE (LA)
2013-04973;Sentier du Lauzanier;Tourisme et Handicap;Sport de nature;M. Max Granier;larche@haute-ubaye.com;;;;"auditif ; visuel ; moteur ; mental";4530;Vallon du Lauzanier;Provence Alpes-Côte d'Azur;ALPES-DE-HAUTE-PROVENCE;LARCHE
2013-04976;Les Chemins de Bellevue Forêt de Pélicier;Tourisme et Handicap;Sport de nature;M. Ingrand;michel.ingrand@onf.fr;;492704800;492704802;"auditif ; moteur ; mental ; visuel";4100;Unité Territoriale de Manosque Actiplus ZA St Joseph;Provence Alpes-Côte d'Azur;ALPES-DE-HAUTE-PROVENCE;MANOSQUE
2013-04977;Gîte Villa le Sud;Tourisme et Handicap;Meublé de tourisme;M. Veuiller;infos@gites-de-france-04.fr;;492355489;;"auditif ; visuel ; mental";4270;Quartier Bimont;Provence Alpes-Côte d'Azur;ALPES-DE-HAUTE-PROVENCE;MEZEL
2013-04978;Chambres d'Hôtes La Petite Bonnette;Tourisme et Handicap;Chambre d'hôtes;M. et Mme Geib;la.petite.bonnette@neuf.fr;;689423691;;"auditif ; moteur ; mental";4140;Les Piolles;Provence Alpes-Côte d'Azur;ALPES-DE-HAUTE-PROVENCE;MONTCLAR
2013-04979;Hôtel restaurant Domaine de l'Adoux;Tourisme et Handicap;Hotel-restaurant;M. et Mme Quievre;domainedeladoux@wanadoo.fr;http://www.domainedeladoux.fr;492325142;492323926;"mental ; moteur";4140;La Miande;Provence Alpes-Côte d'Azur;ALPES-DE-HAUTE-PROVENCE;MONTCLAR
2013-04980;Hôtel Les Restanques de Moustiers;Tourisme et Handicap;Hôtel;M. Philippe Bondil;contact@hotel-les-restanques.com;;"0492749393  ;0681048329";;"auditif ; moteur ; mental";4130;Quartier Saint Michel;Provence Alpes-Côte d'Azur;ALPES-DE-HAUTE-PROVENCE;MOUSTIERS SAINTE MARIE
